2163150	2668	2496455	74671	862811	732391	2834471	2911473	1019187	101765	696123	1942724	2993364	180290	1693562	1235050	911745	912373	1444342	806907	2873889	1443845	528320	992835	2044171	2440470	809072	153997	1414977	912840	1052638	860402	2434872	409044	1786645	218444	546416	1206501	816625	423518	
2163150	2668	2496455	74671	862811	2834471	2911473	1019187	101765	696123	1942724	2993364	180290	1693562	1235050	911745	912373	1444342	806907	2873889	1443845	528320	992835	2044171	2440470	809072	153997	1414977	912840	1052638	860402	2434872	409044	1786645	218444	546416	1206501	816625	423518	1867488	
2163150	2668	2496455	74671	862811	2834471	2911473	101765	696123	1942724	2993364	180290	1693562	1235050	911745	912373	1444342	806907	2873889	1443845	528320	992835	2044171	2440470	809072	153997	1414977	912840	1052638	860402	2434872	409044	1786645	218444	546416	1206501	816625	423518	1867488	951139	
2163150	2668	2496455	74671	862811	2834471	2911473	101765	696123	1942724	2993364	180290	1693562	1235050	912373	1444342	806907	2873889	1443845	528320	992835	2044171	2440470	809072	153997	1414977	912840	1052638	860402	2434872	409044	1786645	218444	546416	1206501	816625	423518	1867488	951139	821660	
2163150	2668	2496455	74671	862811	2834471	2911473	101765	696123	1942724	2993364	180290	1693562	912373	1444342	806907	2873889	1443845	528320	992835	2044171	2440470	809072	153997	1414977	912840	1052638	860402	2434872	409044	1786645	218444	546416	1206501	816625	423518	1867488	951139	821660	1805992	
2719397	2442061	1444842	847976	607870	1304094	551273	2350418	113939	359517	1072191	2415358	2675977	2810371	845257	1910289	1987575	1403572	882814	589938	1965011	1179760	227482	1878007	2682176	1437896	2720604	82067	2313134	879714	2199323	761076	2013669	1358600	2803618	1101234	2479268	2875967	707085	2187265	
2442061	1444842	847976	607870	551273	2350418	1304094	113939	359517	1072191	2415358	2675977	2810371	845257	1910289	1987575	1403572	882814	589938	1965011	1179760	227482	1878007	2682176	1437896	82067	2313134	879714	2720604	2199323	761076	2013669	1358600	2803618	1101234	2479268	2875967	1377315	2034375	2498191	
2442061	113939	1179760	1444842	1910289	607870	1987575	551273	1403572	227482	359517	1878007	2350418	1304094	2682176	847976	1437896	82067	2313134	1072191	879714	882814	2720604	2199323	761076	2013669	1358600	2803618	1101234	2479268	2675977	2875967	2810371	845257	0	0	0	0	0	0	
82067	2442061	2313134	1072191	879714	2720604	2199323	761076	2013669	1358600	113939	2803618	1101234	2479268	2675977	2875967	2810371	845257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82067	2442061	2313134	1072191	879714	2720604	2199323	761076	2013669	1358600	2803618	1101234	2479268	2675977	2875967	2810371	845257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2800615	688224	1761702	1037983	2443580	1204813	2457300	2401945	1031216	2248875	1786638	2708282	6625	2237555	602927	1326090	869805	2846799	2065495	1032322	2280406	1181969	1575478	73294	992835	2434872	796507	1976532	1848943	2834471	1459370	607821	2051371	809072	1793902	2253050	1993505	2256207	749286	1732413	
1786638	2708282	2800615	6625	2237555	602927	1326090	869805	2846799	2065495	1032322	2280406	1181969	1575478	73294	992835	2434872	796507	1976532	1848943	2834471	1459370	607821	2051371	809072	1793902	2253050	1993505	2256207	749286	1732413	2848072	1602967	2587463	951139	1279050	2918315	2461506	2005795	2203906	
1181969	1575478	73294	992835	2434872	796507	1976532	1848943	2834471	1786638	1459370	607821	2051371	2708282	809072	1793902	2253050	1993505	2256207	749286	1732413	2848072	1602967	2587463	951139	1279050	2918315	2461506	2005795	2203906	2863097	111284	1685265	2209716	506692	2800615	1168295	712160	2744485	2945366	
1181969	1575478	73294	992835	2434872	1976532	1848943	2834471	1786638	1459370	607821	2051371	2708282	809072	1793902	2253050	1993505	2256207	749286	1732413	2848072	1602967	2587463	951139	1279050	2918315	2461506	2005795	2203906	2863097	111284	1685265	2209716	506692	2800615	1168295	712160	2744485	2945366	2698263	
