270400	2719988	2457992	492	2474564	2196152	263013	2089939	1991619	2024440	1459268	1418392	107742	1508591	1893674	26155	820825	2148011	2123472	2115535	2721970	338147	2402670	2034146	2763820	805963	1666386	1437327	2363166	2396024	1109918	2618134	2495512	1700983	2659420	2659698	95608	603913	1226520	2635558	
270400	2719988	2457992	492	2474564	2196152	263013	2089939	1991619	2024440	1459268	1418392	107742	1508591	1893674	26155	820825	2148011	2123472	2115535	2721970	338147	2402670	2763820	805963	1666386	1437327	2363166	2396024	1109918	2618134	2495512	1700983	2659420	2659698	95608	603913	1226520	2635558	1988353	
270400	2719988	2457992	492	2474564	2196152	263013	2089939	1991619	2024440	1459268	1418392	107742	1508591	1893674	820825	2148011	2123472	2115535	2721970	338147	2402670	2763820	805963	1666386	1437327	2363166	2396024	1109918	2618134	2495512	1700983	2659420	2659698	95608	603913	1226520	2635558	1988353	178124	
270400	2719988	2457992	492	2474564	2196152	263013	2089939	1991619	2024440	1459268	1418392	107742	1508591	1893674	820825	2148011	2123472	2115535	2721970	338147	2402670	2763820	805963	1666386	1437327	2363166	2396024	1109918	2618134	2495512	1700983	2659420	2659698	95608	603913	1226520	2635558	1988353	178124	
270400	2719988	2457992	492	2474564	2196152	263013	2089939	1991619	2024440	1459268	1418392	107742	1508591	1893674	820825	2148011	2123472	2115535	2721970	338147	2402670	2763820	805963	1666386	1437327	2363166	2396024	1109918	2618134	2495512	1700983	2659420	2659698	95608	1226520	2635558	1988353	178124	2783190	
378165	2203244	1466626	1388972	3240407	3240406	54370	3102525	2611628	2072330	1065235	1278521	2024024	705469	2468455	2009994	2428260	2027823	95746	2528878	1021643	1161691	760741	1481809	507063	1474717	57485	1876385	1688023	205765	2253917	525506	1418896	1722159	1255241	436086	370657	2097	239880	1870208	
1474717	57485	1876385	1688023	205765	2253917	525506	1418896	1722159	1255241	436086	370657	2097	239880	1870208	1624773	944917	1215562	1682543	625878	437589	577022	380894	2601003	897700	2314966	2724794	742354	2339923	2439033	1505459	1317126	2333223	1620707	1022783	2267974	252902	1006675	73024	1424717	
1474717	57485	1876385	1688023	205765	2253917	525506	1418896	1722159	1255241	436086	370657	2097	239880	1870208	1624773	944917	1215562	1682543	625878	437589	577022	380894	2601003	897700	2314966	2724794	742354	2339923	2439033	1505459	1317126	2333223	1620707	1022783	252902	1006675	73024	1424717	761227	
1474717	1876385	1688023	205765	2253917	525506	1418896	1722159	1255241	436086	370657	2097	239880	1870208	1624773	944917	1215562	1682543	625878	437589	577022	380894	2601003	897700	2314966	2724794	742354	2339923	2439033	1505459	1317126	2333223	1620707	1022783	252902	1006675	73024	1424717	761227	2063868	
1474717	1876385	1688023	205765	2253917	525506	1418896	1722159	1255241	436086	370657	2097	239880	1870208	1624773	944917	1215562	1682543	625878	437589	577022	380894	2601003	897700	2314966	2724794	742354	2339923	2439033	1505459	1317126	2333223	1620707	252902	1006675	73024	1424717	761227	2063868	2563772	
991253	2326728	172718	2786078	2147323	2139227	288666	2256	289467	510877	912895	1241060	1405897	2430034	1914101	1734032	399304	604412	2619905	286432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
991253	2326728	172718	2786078	2147323	2139227	288666	2256	510877	912895	1241060	1405897	2430034	1914101	1734032	399304	604412	2619905	286432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
991253	2326728	172718	2786078	2147323	2139227	288666	2256	912895	1241060	1405897	2430034	1914101	1734032	399304	604412	2619905	286432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2326728	172718	2786078	2147323	2139227	288666	2256	912895	1241060	1405897	2430034	1914101	1734032	399304	604412	2619905	286432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2326728	172718	2786078	2147323	2139227	288666	2256	1241060	1405897	2430034	1914101	1734032	399304	604412	2619905	286432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2548053	2548366	901843	2712614	2262027	2008290	2213741	567301	108660	1648807	174337	1607993	2882	158849	625878	2633107	2207394	840632	2331650	1013003	1389916	235355	907687	1669558	260619	2292275	1120947	1998005	2325722	1252637	0	0	0	0	0	0	0	0	0	0	
2548053	2548366	901843	2712614	2262027	2008290	2213741	567301	108660	1648807	174337	1607993	2882	158849	625878	2633107	2207394	840632	2331650	1389916	235355	907687	1669558	260619	2292275	1120947	1998005	2325722	1252637	0	0	0	0	0	0	0	0	0	0	0	
2548366	901843	2712614	2262027	2008290	2213741	567301	108660	1648807	174337	1607993	2882	158849	625878	2633107	2207394	840632	2331650	1389916	235355	907687	1669558	260619	2292275	1120947	1998005	2325722	1252637	0	0	0	0	0	0	0	0	0	0	0	0	
2548366	901843	2712614	2008290	2213741	567301	108660	1648807	174337	1607993	2882	158849	625878	2633107	2207394	840632	2331650	1389916	235355	907687	1669558	260619	2292275	1120947	1998005	2325722	1252637	0	0	0	0	0	0	0	0	0	0	0	0	0	
2548366	901843	2712614	2008290	2213741	567301	108660	1648807	174337	1607993	2882	158849	625878	2633107	2207394	840632	2331650	1389916	235355	907687	260619	2292275	1120947	1998005	2325722	1252637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1679489	1048989	483973	156441	836545	2286607	2204740	1606901	820503	738715	1951191	509519	2811475	108161	476882	1574651	2770688	1894190	116884	1853840	2558428	821810	2525890	2403278	1920138	1985886	3479	2067883	150991	2166292	1601669	2699509	1274207	561514	1012090	1020349	1749729	1471347	619524	2683983	
1679489	1048989	483973	156441	836545	2286607	2204740	1606901	820503	738715	1951191	509519	2811475	108161	476882	1574651	2770688	1894190	116884	1853840	2558428	821810	2525890	2403278	1920138	1985886	3479	2067883	150991	2166292	1601669	2699509	1274207	561514	1012090	1020349	1749729	1471347	619524	2683983	
1679489	1048989	483973	156441	836545	2286607	2204740	1606901	820503	738715	1951191	509519	2811475	108161	476882	1574651	2770688	1894190	116884	1853840	821810	2525890	2403278	1920138	1985886	3479	2067883	150991	2166292	1601669	2699509	1274207	561514	1012090	1020349	1749729	1471347	619524	2683983	2438223	
1679489	1048989	483973	156441	836545	2286607	2204740	1606901	820503	738715	1951191	509519	2811475	108161	476882	1574651	2770688	1894190	116884	1853840	821810	2525890	2403278	1920138	1985886	3479	2067883	150991	2166292	1601669	2699509	1274207	561514	1012090	1020349	1749729	1471347	619524	2683983	2438223	
